10004473376.jpg	0	0	25	73	7	105	3.828571429	0.527277894	77.38362069
10007357496.jpg	0	3	45	47	1	96	3.479166667	0.580003025	68.72857143
10007903636.jpg	1	0	20	73	2	96	3.78125	0.527219619	78.62857143
10009096245.jpg	0	0	21	75	13	109	3.926605505	0.55621775	77.24375
100117038.jpg	0	1	21	72	6	100	3.83	0.532859638	75.1125
10012398043.jpg	0	7	55	40	1	103	3.339805825	0.619192992	65.14953271
10013822223.jpg	0	0	48	60	2	110	3.581818182	0.531258126	68.30625
10014002683.jpg	0	6	46	51	3	106	3.481132075	0.650730462	64.76271186
10017119924.jpg	0	3	58	50	0	111	3.423423423	0.548544347	66.22435897
10020766793.jpg	0	0	11	78	20	109	4.082568807	0.529297934	81.50625
10020891105.jpg	0	4	80	18	0	102	3.137254902	0.445865843	56.82974138
10022757465.jpg	0	3	32	66	4	105	3.676190476	0.596387169	71.01548673
10022844623.jpg	1	5	60	36	0	102	3.284313725	0.603249468	60.925
10027545463.jpg	0	0	31	66	5	102	3.745098039	0.539274807	72.82798165
10027582235.jpg	0	0	24	78	5	107	3.822429907	0.491687201	77.13771186
10029841663.jpg	0	4	65	64	1	134	3.462686567	0.570670578	70.125
10031298826.jpg	1	22	90	9	0	122	2.87704918	0.523463811	50.56818182
10031913154.jpg	0	4	63	65	2	134	3.485074627	0.584705756	70.5
10039534103.jpg	0	0	34	72	1	107	3.691588785	0.483915144	76.075
10041870415.jpg	0	2	53	49	0	104	3.451923077	0.537520516	66.42105263
10043785683.jpg	0	0	46	60	0	106	3.566037736	0.497974333	71.20432692
10047832035.jpg	0	0	38	60	3	101	3.653465347	0.537320083	71.8
10048365153.jpg	1	12	66	22	0	101	3.079207921	0.611280105	58.09292035
10050349236.jpg	6	69	27	0	0	102	2.205882353	0.532846555	30.94181034
10058760545.jpg	45	48	7	0	0	100	1.62	0.615949624	15.2293578
10059344614.jpg	0	3	46	49	2	100	3.5	0.59458839	68.66513761
10061596254.jpg	0	8	74	25	0	107	3.158878505	0.53464029	59.64189189
10067457634.jpg	0	0	15	87	7	109	3.926605505	0.445271911	78.43907563
10068507976.jpg	0	11	77	22	0	110	3.1	0.5409811	57.65486726
10068778516.jpg	0	1	38	71	4	114	3.684210526	0.553601075	71.87826087
10069534975.jpg	0	1	34	72	1	108	3.675925926	0.50840972	73.72222222
10071864114.jpg	0	1	31	76	4	112	3.741071429	0.532638101	71.90909091
10075168775.jpg	0	1	30	66	4	101	3.722772277	0.549887477	74.77857143
10077468576.jpg	0	0	38	66	2	106	3.660377358	0.51430568	73.81521739
10077880165.jpg	9	70	28	1	0	108	2.194444444	0.587380266	31.22566372
10079711433.jpg	0	11	93	28	0	132	3.128787879	0.530091495	59.0625
10082923485.jpg	0	16	77	11	0	104	2.951923077	0.509707849	53.22608696
10086300493.jpg	0	2	49	49	3	103	3.514563107	0.591841223	68.30263158
100882570.jpg	0	6	49	41	3	99	3.414141414	0.654811096	65.47478992
10089027076.jpg	29	66	11	2	0	108	1.87037037	0.656991054	23.07857143
10089177336.jpg	0	1	31	63	6	101	3.732673267	0.581224382	72.94594595
10091520555.jpg	4	66	36	0	0	106	2.301886792	0.537539568	33.64439655
10093057603.jpg	0	4	55	43	0	102	3.382352941	0.563653528	63.49557522
10094235786.jpg	0	2	69	29	0	100	3.27	0.489382212	62.1559633
10110458216.jpg	0	4	56	39	1	100	3.37	0.580055727	64.7293578
10111411235.jpg	41	65	7	0	0	113	1.699115044	0.580716241	18.47058824
10113730664.jpg	0	1	66	62	0	129	3.472868217	0.516561942	68.8125
10115071674.jpg	0	2	34	64	9	109	3.733944954	0.633073073	72.775
10118773964.jpg	0	12	74	14	1	101	3.03960396	0.546274511	53.0733945
10121813934.jpg	0	11	48	44	2	105	3.352380952	0.693111052	65.39805825
10125013364.jpg	13	80	38	0	0	131	2.190839695	0.59632856	31.27115385
10126177964.jpg	0	1	48	54	6	109	3.596330275	0.610392498	70.90789474
10126857344.jpg	0	6	44	63	1	114	3.51754386	0.613021765	68.73319328
10130566006.jpg	0	1	38	60	7	106	3.688679245	0.607307995	71.95
10131980434.jpg	1	8	90	36	0	135	3.192592593	0.566427615	61.02798507
10133867305.jpg	0	6	73	26	0	105	3.19047619	0.52063641	58.16071429
10134737015.jpg	1	19	65	22	0	107	3.009345794	0.651490701	54.59033613
10140071304.jpg	0	7	63	31	2	103	3.27184466	0.613478906	62.55769231
10147970884.jpg	0	0	25	82	4	111	3.810810811	0.476988918	76.85619469
10153847086.jpg	0	9	74	25	1	109	3.165137615	0.569498829	59.23125
10154367094.jpg	0	2	46	68	1	117	3.581196581	0.545187665	74.11206897
10154991453.jpg	0	4	48	72	2	126	3.571428571	0.585540044	74.18548387
10155925686.jpg	0	21	65	16	1	103	2.970873786	0.633327823	52.87980769
101601008.jpg	0	10	50	38	2	100	3.32	0.679869268	61.0875
10164654253.jpg	0	16	71	13	0	100	2.97	0.540388936	52.92201835
10164842933.jpg	0	1	24	81	7	113	3.831858407	0.532893967	76.69375
10169304416.jpg	0	1	13	79	12	105	3.971428571	0.527277894	80.87168142
10173544123.jpg	0	5	77	48	1	131	3.34351145	0.565290836	65.10555556
10177270623.jpg	2	11	44	44	1	102	3.303921569	0.755038727	59.4800885
10177793964.jpg	0	2	54	41	0	97	3.402061856	0.5334595	68.52184466
10178112894.jpg	2	49	51	4	0	106	2.537735849	0.604341882	40.25862069
10178183416.jpg	0	0	33	68	6	107	3.747663551	0.551044599	75.68421053
10178914656.jpg	0	0	53	52	1	106	3.509433962	0.520901837	69.79910714
10183769356.jpg	0	2	43	55	5	105	3.6	0.613940614	70.0472973
10186643874.jpg	1	24	90	11	0	126	2.880952381	0.545632006	51.57317073
10186680555.jpg	0	14	70	19	1	104	3.067307692	0.595524132	55.3362069
10186832194.jpg	1	14	54	28	4	101	3.198019802	0.761837279	57.58185841
10187102065.jpg	2	63	35	7	0	107	2.439252336	0.646873031	38.71428571
10187522803.jpg	0	0	55	52	1	108	3.5	0.520603532	68.46017699
10191607755.jpg	0	2	16	64	20	102	4	0.660033002	79.41150442
10196228605.jpg	0	5	62	41	0	108	3.333333333	0.563699396	63.80405405
10203647273.jpg	0	2	31	69	5	107	3.719626168	0.579433564	73.50211864
10205220286.jpg	9	77	20	0	0	106	2.103773585	0.515091213	29.26388889
10206674394.jpg	0	0	18	76	6	100	3.88	0.477366513	79.11009174
10207172624.jpg	0	6	49	45	1	101	3.405940594	0.619325727	62.53440367
10209014225.jpg	0	4	58	42	0	104	3.365384615	0.558390411	64.8411215
10209917915.jpg	1	35	55	10	1	102	2.754901961	0.681237582	46.90972222
10211880874.jpg	12	51	43	1	0	107	2.308411215	0.678667048	35.04872881
10213881683.jpg	5	77	52	2	0	136	2.375	0.582936373	37.12321429
10218118033.jpg	0	1	25	76	5	107	3.794392523	0.527334303	75.66596639
10221144393.jpg	37	71	2	0	0	110	1.681818182	0.50559835	18.27564103
10224586444.jpg	2	52	47	1	0	102	2.460784314	0.557070993	37.975
10226277514.jpg	2	44	55	5	0	106	2.594339623	0.613782991	43.21621622
10226524916.jpg	38	52	15	2	0	107	1.822429907	0.737321569	20.62162162
10227210045.jpg	0	5	48	48	2	103	3.45631068	0.622718566	70.4245283
10241630856.jpg	0	5	61	39	1	106	3.339622642	0.583695819	63.65732759
10241895785.jpg	0	4	39	57	3	103	3.572815534	0.619961127	67.07366071
10244314384.jpg	2	34	52	15	0	103	2.776699029	0.71307177	47.54816514
10244715656.jpg	1	25	61	22	0	109	2.95412844	0.685637323	53.32236842
10246311914.jpg	0	0	25	73	9	107	3.85046729	0.546062031	75.45798319
10246318724.jpg	0	0	24	77	5	106	3.820754717	0.493716128	74.35810811
10258169584.jpg	0	10	70	25	0	105	3.142857143	0.562080124	57.23026316
10260190424.jpg	0	0	56	49	3	108	3.509259259	0.555269916	68.86521739
1026198859.jpg	0	2	40	61	1	104	3.586538462	0.55056153	70.27155172
10262588616.jpg	1	2	68	29	0	100	3.25	0.538891492	61.44859813
10264804094.jpg	0	1	28	76	1	106	3.726415094	0.488594074	76.64955357
10264984793.jpg	0	4	45	50	2	101	3.495049505	0.610307502	66.1
10265315316.jpg	0	2	67	32	1	102	3.31372549	0.526155347	62.95138889
10265809113.jpg	0	0	36	65	2	103	3.669902913	0.512363794	73.77678571
10273804555.jpg	0	4	47	49	4	104	3.509615385	0.638493255	68.30263158
10278246465.jpg	0	2	56	71	0	129	3.534883721	0.531014825	70.84160305
10279904885.jpg	3	43	46	10	1	103	2.640776699	0.739029158	44.04009434
10280683815.jpg	0	1	30	67	5	103	3.737864078	0.559431873	77.425
10280835505.jpg	6	66	27	1	0	100	2.23	0.565953205	31.22566372
10283619534.jpg	0	2	30	65	3	100	3.69	0.563090319	77.9740566
10287677265.jpg	1	5	42	53	1	102	3.470588235	0.655606172	64.12723214
10289468185.jpg	0	0	35	62	4	101	3.693069307	0.543002288	73.525
10290759976.jpg	0	0	23	77	3	103	3.805825243	0.46564845	77.92567568
1029470257.jpg	0	45	62	4	0	111	2.630630631	0.554779693	43.09615385
10295875445.jpg	0	6	54	48	1	109	3.403669725	0.610392498	62.56302521
10296038236.jpg	1	52	52	3	1	109	2.550458716	0.615934077	40.64380531
10299438733.jpg	0	13	66	23	0	102	3.098039216	0.588836811	55.26834862
102995966.jpg	46	51	7	0	0	104	1.625	0.610387431	16.46008403
10316734944.jpg	0	2	50	49	0	101	3.465346535	0.539710227	67.30555556
10319186405.jpg	0	18	57	26	1	102	3.098039216	0.682305409	55.55405405
10319713194.jpg	82	30	0	0	0	112	1.267857143	0.444833056	7.991525424
10325321.jpg	0	0	22	73	9	104	3.875	0.534035743	76.87179487
10327985614.jpg	0	1	34	66	8	109	3.743119266	0.599439085	75.10267857
10329149264.jpg	0	0	31	70	3	104	3.730769231	0.506861066	71.97972973
10329235193.jpg	0	2	17	66	27	112	4.053571429	0.682328891	84.12923729
10330831494.jpg	1	29	67	7	0	104	2.769230769	0.578427215	48.53211009
10335072144.jpg	0	16	49	42	0	107	3.242990654	0.698260933	62.16105769
10336689775.jpg	0	4	77	48	0	129	3.341085271	0.537589005	65.18110236
103400056.jpg	0	3	18	63	20	104	3.961538462	0.695660292	77.8625
10342569703.jpg	1	57	44	1	0	103	2.436893204	0.536325606	38.60810811
10344523015.jpg	1	21	71	15	0	108	2.925925926	0.60687192	52.52631579
10344921126.jpg	93	16	0	0	0	109	1.146788991	0.35553007	4.466386555
10346758803.jpg	0	11	45	40	5	101	3.386138614	0.747934449	63.53361345
10346796664.jpg	0	1	41	60	2	104	3.605769231	0.54715982	70.65044248
10349956885.jpg	0	3	32	65	5	105	3.685714286	0.6094494	69.75
10350497833.jpg	2	9	66	27	1	105	3.152380952	0.661887633	58.26059322
10351189716.jpg	0	2	74	30	0	106	3.264150943	0.484067819	61.01875
10353620913.jpg	1	17	59	25	0	102	3.058823529	0.672273068	56.70714286
10358252894.jpg	0	3	88	46	0	137	3.313868613	0.510936637	64.46153846
10362672006.jpg	0	1	19	81	3	104	3.826923077	0.471360512	75.81896552
10366373284.jpg	1	0	14	94	3	112	3.875	0.467406107	75.45454545
1036840624.jpg	8	68	20	0	0	96	2.125	0.528154682	28.33823529
10371125786.jpg	2	61	38	4	0	105	2.419047619	0.600976007	38.24514563
10371211803.jpg	0	0	63	49	1	113	3.451327434	0.517396478	66.38125
10372323314.jpg	0	0	64	44	1	109	3.422018349	0.514486043	65.33613445
10373546175.jpg	0	7	67	25	0	99	3.181818182	0.541419833	61.9538835
10375167904.jpg	0	7	70	25	0	102	3.176470588	0.534211081	62.40801887
10382843045.jpg	1	29	64	10	0	104	2.798076923	0.613438624	48.63478261
10387390396.jpg	0	0	39	63	2	104	3.644230769	0.519863112	74.34174312
10387844376.jpg	0	10	43	53	3	109	3.449541284	0.700346985	65.61344538
10388184626.jpg	0	1	23	70	6	100	3.81	0.544856575	78.58027523
10395523125.jpg	0	10	58	32	1	101	3.237623762	0.634799415	60.50694444
10397166423.jpg	0	0	42	64	3	109	3.642201835	0.536154617	73.93584071
10397631976.jpg	0	0	35	69	3	107	3.700934579	0.51788673	73.72478992
10399580503.jpg	0	0	27	73	4	104	3.778846154	0.501584495	76.63716814
10403509543.jpg	0	2	50	52	0	104	3.480769231	0.539341008	68.01179245
10407720764.jpg	1	59	40	3	0	103	2.436893204	0.571717449	38.62616822
10408374535.jpg	0	31	67	9	0	107	2.794392523	0.578519871	48.92173913
10408474376.jpg	0	0	15	83	11	109	3.963302752	0.489266373	81.4894958
10409059825.jpg	0	0	38	66	2	106	3.660377358	0.51430568	73.15131579
10410038143.jpg	0	1	20	70	12	103	3.902912621	0.586022872	78.16594828
10412894895.jpg	0	6	77	17	0	100	3.11	0.469149241	57.41216216
10414716033.jpg	0	0	40	60	3	103	3.640776699	0.539687072	71.08783784
10415628976.jpg	45	59	17	0	0	121	1.768595041	0.6802001	20.08686441
10415631353.jpg	1	49	52	7	0	109	2.596330275	0.625377901	43.08193277
104219737.jpg	1	29	50	22	0	102	2.911764706	0.732592591	50.29545455
10422425365.jpg	0	2	21	76	2	101	3.772277228	0.50756651	72.57236842
10422776735.jpg	0	2	58	66	0	126	3.507936508	0.53285693	69.772
10423472445.jpg	0	1	41	68	0	110	3.609090909	0.508558938	72.57051282
10429780626.jpg	0	0	42	54	0	96	3.5625	0.498682475	72.02857143
10430002553.jpg	0	1	21	71	7	100	3.84	0.545319849	77.5206422
10430335945.jpg	3	47	54	2	0	106	2.518867925	0.589287416	39.97413793
10440370734.jpg	4	60	39	6	0	109	2.431192661	0.657815865	39.24364407
10442628686.jpg	6	48	83	3	0	140	2.592857143	0.610418285	41.58108108
10446770756.jpg	0	0	43	54	5	102	3.62745098	0.57886144	73.02884615
10446810546.jpg	0	0	36	69	4	109	3.706422018	0.532338522	74.734375
10451177016.jpg	0	2	41	54	4	101	3.594059406	0.602962981	70.93577982
10453950204.jpg	0	6	79	22	0	107	3.14953271	0.491507852	58.975
10458591.jpg	0	28	57	14	2	101	2.900990099	0.700070718	51.48717949
10458703674.jpg	5	59	35	3	0	102	2.352941176	0.623739264	38.16150442
10459022813.jpg	0	0	15	81	11	107	3.962616822	0.493834317	79.96428571
10463545414.jpg	0	13	82	14	0	109	3.009174312	0.499915045	55.04449153
10463583515.jpg	0	0	21	76	3	100	3.82	0.457926817	76.69736842
10464940425.jpg	0	0	48	61	2	111	3.585585586	0.53032526	71.38513514
10465121613.jpg	0	5	67	34	1	107	3.289719626	0.566507769	61.57236842
10465293055.jpg	0	1	25	69	5	100	3.78	0.54272042	76.53669725
10466350116.jpg	0	0	28	76	8	112	3.821428571	0.540508365	77.22435897
10466453556.jpg	11	78	17	0	0	106	2.056603774	0.513256432	28.80042017
10468110795.jpg	0	7	60	38	1	106	3.311320755	0.607307995	61.47544643
